"UF";"Mês/Ano";"Valor Transferido";"Programa Social";
"PR";"06/2021";"225,00";"PETI";
"GO";"02/2021";"225,00";"PETI";
"PR";"03/2021";"225,00";"PETI";
"AL";"02/2018";"225,00";"PETI";
"PI";"10/2017";"225,00";"PETI";
"MA";"10/2017";"225,00";"PETI";
"PI";"11/2017";"225,00";"PETI";
"AL";"05/2018";"225,00";"PETI";
"SP";"03/2019";"230,00";"PETI";
"BA";"06/2019";"230,00";"PETI";
"RN";"01/2019";"245,00";"PETI";
"CE";"09/2018";"245,00";"PETI";
"SE";"08/2017";"250,00";"PETI";
"MG";"02/2019";"250,00";"PETI";
"TO";"02/2018";"250,00";"PETI";
"SE";"07/2017";"250,00";"PETI";
"TO";"03/2018";"250,00";"PETI";
"SC";"10/2019";"255,00";"PETI";
"RS";"12/2018";"255,00";"PETI";
"SC";"09/2019";"255,00";"PETI";
"RS";"11/2018";"255,00";"PETI";
"PA";"05/2019";"265,00";"PETI";
"ES";"05/2018";"265,00";"PETI";
"TO";"01/2018";"275,00";"PETI";
"PE";"01/2019";"275,00";"PETI";
"MG";"01/2019";"275,00";"PETI";
"PB";"08/2019";"275,00";"PETI";
"PE";"02/2019";"275,00";"PETI";
"PB";"09/2019";"275,00";"PETI";
"PB";"07/2019";"275,00";"PETI";
"BA";"05/2019";"280,00";"PETI";
"SC";"08/2019";"280,00";"PETI";
"RS";"10/2018";"280,00";"PETI";
"RS";"09/2018";"280,00";"PETI";
"PA";"04/2019";"290,00";"PETI";
"ES";"04/2018";"290,00";"PETI";
"SE";"06/2017";"290,00";"PETI";
"MS";"01/2019";"290,00";"PETI";
"SE";"05/2017";"290,00";"PETI";
"SE";"04/2017";"290,00";"PETI";
"PA";"03/2019";"290,00";"PETI";
"SP";"02/2019";"295,00";"PETI";
"RJ";"08/2018";"300,00";"PETI";
"AL";"12/2017";"300,00";"PETI";
"RJ";"07/2018";"300,00";"PETI";
"PB";"06/2019";"300,00";"PETI";
"AL";"10/2017";"300,00";"PETI";
"AL";"11/2017";"300,00";"PETI";
"SE";"08/2023";"300,00";"Auxílio Emergencial";
"RN";"12/2022";"300,00";"Auxílio Emergencial";
"BA";"04/2019";"305,00";"PETI";
"BA";"02/2019";"305,00";"PETI";
"BA";"03/2019";"305,00";"PETI";
"RR";"09/2017";"305,00";"PETI";
"CE";"08/2018";"320,00";"PETI";
"PB";"05/2019";"325,00";"PETI";
"PA";"01/2019";"330,00";"PETI";
"SC";"05/2019";"330,00";"PETI";
"SE";"02/2017";"330,00";"PETI";
"PA";"02/2019";"330,00";"PETI";
"GO";"01/2021";"330,00";"PETI";
"BA";"01/2019";"330,00";"PETI";
"MS";"12/2018";"330,00";"PETI";
"SE";"03/2017";"330,00";"PETI";
"GO";"12/2020";"330,00";"PETI";
"SC";"06/2019";"330,00";"PETI";
"MS";"11/2018";"330,00";"PETI";
"SC";"07/2019";"330,00";"PETI";
"TO";"12/2017";"340,00";"PETI";
"ES";"03/2018";"340,00";"PETI";
"MA";"09/2017";"340,00";"PETI";
"PB";"04/2019";"350,00";"PETI";
"MG";"12/2018";"350,00";"PETI";
"RJ";"06/2018";"350,00";"PETI";
"RJ";"05/2018";"350,00";"PETI";
"SE";"01/2017";"355,00";"PETI";
"SP";"01/2019";"360,00";"PETI";
"MT";"12/2018";"360,00";"PETI";
"CE";"06/2018";"360,00";"PETI";
"CE";"07/2018";"360,00";"PETI";
"TO";"11/2017";"365,00";"PETI";
"RR";"08/2017";"370,00";"PETI";
"MS";"10/2018";"370,00";"PETI";
"SC";"04/2019";"370,00";"PETI";
"GO";"11/2020";"370,00";"PETI";
"RJ";"04/2018";"375,00";"PETI";
"PB";"03/2019";"375,00";"PETI";
"RS";"08/2018";"380,00";"PETI";
"BA";"12/2018";"380,00";"PETI";
"ES";"01/2018";"380,00";"PETI";
"MA";"06/2017";"380,00";"PETI";
"MA";"08/2017";"380,00";"PETI";
"MA";"07/2017";"380,00";"PETI";
"ES";"02/2018";"380,00";"PETI";
"MT";"11/2018";"385,00";"PETI";
"CE";"05/2018";"385,00";"PETI";
"TO";"10/2017";"390,00";"PETI";
"PI";"08/2017";"400,00";"PETI";
"PE";"12/2018";"400,00";"PETI";
"PI";"09/2017";"400,00";"PETI";
"MG";"11/2018";"400,00";"PETI";
"BA";"10/2018";"405,00";"PETI";
"MA";"05/2017";"405,00";"PETI";
"BA";"11/2018";"405,00";"PETI";
"PA";"12/2018";"410,00";"PETI";
"RN";"12/2018";"410,00";"PETI";
"PA";"10/2018";"410,00";"PETI";
"PA";"09/2018";"410,00";"PETI";
"CE";"04/2018";"410,00";"PETI";
"RO";"08/2017";"410,00";"PETI";
"GO";"09/2020";"410,00";"PETI";
"GO";"08/2020";"410,00";"PETI";
"GO";"10/2020";"410,00";"PETI";
"PA";"11/2018";"410,00";"PETI";
"RN";"11/2018";"410,00";"PETI";
"MS";"09/2018";"420,00";"PETI";
"MT";"10/2018";"425,00";"PETI";
"PR";"01/2021";"425,00";"PETI";
"MT";"09/2018";"425,00";"PETI";
"PR";"12/2020";"425,00";"PETI";
"PR";"10/2020";"425,00";"PETI";
"PR";"11/2020";"425,00";"PETI";
"PR";"09/2020";"425,00";"PETI";
"PE";"11/2018";"425,00";"PETI";
"BA";"09/2018";"430,00";"PETI";
"MA";"04/2017";"430,00";"PETI";
"SC";"02/2019";"435,00";"PETI";
"SC";"03/2019";"435,00";"PETI";
"PI";"07/2017";"440,00";"PETI";
"PE";"10/2018";"450,00";"PETI";
"PR";"07/2020";"450,00";"PETI";
"RJ";"02/2018";"450,00";"PETI";
"MG";"10/2018";"450,00";"PETI";
"RR";"07/2017";"450,00";"PETI";
"PB";"02/2019";"450,00";"PETI";
"GO";"07/2020";"450,00";"PETI";
"RJ";"03/2018";"450,00";"PETI";
"PR";"08/2020";"450,00";"PETI";
"RN";"09/2018";"460,00";"PETI";
"ES";"12/2017";"460,00";"PETI";
"RN";"10/2018";"460,00";"PETI";
"AC";"05/2016";"460,00";"PETI";
"AC";"06/2016";"460,00";"PETI";
"AC";"08/2016";"460,00";"PETI";
"AC";"09/2016";"460,00";"PETI";
"AC";"07/2016";"460,00";"PETI";
"RS";"07/2018";"470,00";"PETI";
"CE";"01/2018";"475,00";"PETI";
"PA";"08/2018";"475,00";"PETI";
"PB";"01/2019";"475,00";"PETI";
"PE";"09/2018";"475,00";"PETI";
"CE";"12/2017";"475,00";"PETI";
"CE";"02/2018";"475,00";"PETI";
"CE";"03/2018";"475,00";"PETI";
"PR";"06/2020";"475,00";"PETI";
"AC";"03/2016";"485,00";"PETI";
"AC";"04/2016";"485,00";"PETI";
"SE";"11/2016";"485,00";"PETI";
"PI";"06/2017";"490,00";"PETI";
"RR";"06/2017";"490,00";"PETI";
"RR";"05/2017";"490,00";"PETI";
"RO";"07/2017";"490,00";"PETI";
"RJ";"01/2018";"500,00";"PETI";
"MG";"09/2018";"500,00";"PETI";
"AC";"01/2016";"510,00";"PETI";
"AC";"02/2016";"510,00";"PETI";
"ES";"10/2017";"510,00";"PETI";
"RO";"06/2017";"515,00";"PETI";
"RO";"05/2017";"515,00";"PETI";
"TO";"09/2017";"515,00";"PETI";
"GO";"06/2020";"515,00";"PETI";
"MA";"01/2017";"520,00";"PETI";
"MA";"02/2017";"520,00";"PETI";
"RS";"06/2018";"520,00";"PETI";
"MA";"03/2017";"520,00";"PETI";
"RS";"05/2018";"520,00";"PETI";
"PB";"12/2018";"525,00";"PETI";
"CE";"10/2017";"525,00";"PETI";
"CE";"11/2017";"525,00";"PETI";
"SP";"10/2018";"530,00";"PETI";
"SP";"12/2018";"530,00";"PETI";
"PI";"03/2017";"530,00";"PETI";
"PI";"05/2017";"530,00";"PETI";
"RR";"04/2017";"530,00";"PETI";
"PI";"04/2017";"530,00";"PETI";
"SP";"11/2018";"530,00";"PETI";
"SC";"01/2019";"535,00";"PETI";
"MS";"08/2018";"535,00";"PETI";
"PA";"06/2018";"540,00";"PETI";
"PA";"07/2018";"540,00";"PETI";
"AL";"09/2017";"550,00";"PETI";
"PB";"11/2018";"550,00";"PETI";
"PI";"02/2017";"555,00";"PETI";
"RO";"02/2017";"555,00";"PETI";
"RO";"01/2017";"555,00";"PETI";
"RO";"03/2017";"555,00";"PETI";
"SP";"09/2018";"555,00";"PETI";
"RO";"04/2017";"555,00";"PETI";
"GO";"05/2020";"555,00";"PETI";
"PR";"05/2020";"555,00";"PETI";
"RS";"04/2018";"560,00";"PETI";
"RJ";"12/2017";"565,00";"PETI";
"PA";"04/2018";"565,00";"PETI";
"RJ";"11/2017";"565,00";"PETI";
"PA";"05/2018";"565,00";"PETI";
"BA";"08/2018";"570,00";"PETI";
"MG";"08/2018";"575,00";"PETI";
"AL";"08/2017";"575,00";"PETI";
"PB";"10/2018";"575,00";"PETI";
"ES";"11/2017";"575,00";"PETI";
"SC";"12/2018";"585,00";"PETI";
"PA";"03/2018";"590,00";"PETI";
"RJ";"10/2017";"590,00";"PETI";
"BA";"07/2018";"595,00";"PETI";
"BA";"06/2018";"595,00";"PETI";
"AL";"06/2017";"600,00";"PETI";
"PE";"08/2018";"600,00";"PETI";
"RN";"08/2018";"600,00";"PETI";
"MG";"07/2018";"600,00";"PETI";
"MS";"07/2018";"600,00";"PETI";
"AL";"07/2017";"600,00";"PETI";
"CE";"12/2022";"600,00";"Auxílio Emergencial";
"PB";"11/2022";"600,00";"Auxílio Emergencial";
"BA";"08/2023";"600,00";"Auxílio Emergencial";
"PA";"03/2023";"600,00";"Auxílio Emergencial";
"RR";"01/2017";"610,00";"PETI";
"MT";"08/2018";"610,00";"PETI";
"RR";"03/2017";"610,00";"PETI";
"RR";"02/2017";"610,00";"PETI";
"SC";"11/2018";"610,00";"PETI";
"CE";"09/2017";"615,00";"PETI";
"AM";"12/2016";"625,00";"PETI";
"PB";"09/2018";"625,00";"PETI";
"MG";"06/2018";"625,00";"PETI";
"RN";"07/2018";"625,00";"PETI";
"GO";"04/2020";"635,00";"PETI";
"RS";"03/2018";"635,00";"PETI";
"PA";"02/2018";"640,00";"PETI";
"PI";"01/2017";"645,00";"PETI";
"AL";"03/2017";"650,00";"PETI";
"AL";"05/2017";"650,00";"PETI";
"AL";"04/2017";"650,00";"PETI";
"SC";"10/2018";"660,00";"PETI";
"MS";"06/2018";"665,00";"PETI";
"BA";"04/2018";"670,00";"PETI";
"SE";"10/2016";"670,00";"PETI";
"BA";"05/2018";"670,00";"PETI";
"PR";"04/2020";"675,00";"PETI";
"AL";"02/2017";"675,00";"PETI";
"RN";"06/2018";"675,00";"PETI";
"GO";"03/2020";"675,00";"PETI";
"PE";"07/2018";"675,00";"PETI";
"TO";"08/2017";"680,00";"PETI";
"MT";"07/2018";"690,00";"PETI";
"PE";"06/2018";"700,00";"PETI";
"RN";"05/2018";"700,00";"PETI";
"MS";"04/2018";"705,00";"PETI";
"MS";"05/2018";"705,00";"PETI";
"RS";"02/2018";"710,00";"PETI";
"MG";"05/2018";"715,00";"PETI";
"PA";"01/2018";"720,00";"PETI";
"SP";"08/2018";"720,00";"PETI";
"SP";"06/2018";"720,00";"PETI";
"SP";"07/2018";"720,00";"PETI";
"AL";"01/2017";"725,00";"PETI";
"RN";"04/2018";"725,00";"PETI";
"TO";"07/2017";"730,00";"PETI";
"SC";"09/2018";"735,00";"PETI";
"PR";"03/2020";"740,00";"PETI";
"PE";"05/2018";"750,00";"PETI";
"MT";"06/2018";"755,00";"PETI";
"RS";"12/2017";"760,00";"PETI";
"RS";"01/2018";"760,00";"PETI";
"PA";"12/2017";"760,00";"PETI";
"CE";"08/2017";"770,00";"PETI";
"AM";"05/2016";"775,00";"PETI";
"AM";"04/2016";"775,00";"PETI";
"AM";"03/2016";"775,00";"PETI";
"AM";"08/2016";"775,00";"PETI";
"AM";"06/2016";"775,00";"PETI";
"AM";"07/2016";"775,00";"PETI";
"AM";"09/2016";"775,00";"PETI";
"PB";"08/2018";"790,00";"PETI";
"MG";"04/2018";"790,00";"PETI";
"RN";"03/2018";"800,00";"PETI";
"AM";"02/2016";"800,00";"PETI";
"AM";"01/2016";"800,00";"PETI";
"PA";"11/2017";"800,00";"PETI";
"MT";"05/2018";"805,00";"PETI";
"SP";"05/2018";"810,00";"PETI";
"RJ";"09/2017";"815,00";"PETI";
"TO";"06/2017";"820,00";"PETI";
"BA";"03/2018";"820,00";"PETI";
"TO";"05/2017";"820,00";"PETI";
"PI";"11/2016";"820,00";"PETI";
"PA";"10/2017";"825,00";"PETI";
"MS";"03/2018";"830,00";"PETI";
"GO";"02/2020";"835,00";"PETI";
"RJ";"08/2017";"840,00";"PETI";
"RJ";"06/2017";"840,00";"PETI";
"RJ";"07/2017";"840,00";"PETI";
"RJ";"05/2017";"840,00";"PETI";
"MT";"04/2018";"845,00";"PETI";
"PE";"04/2018";"850,00";"PETI";
"MA";"08/2023";"850,00";"Garantia-Safra";
"MA";"08/2016";"850,00";"Garantia-Safra";
"MA";"12/2017";"850,00";"Garantia-Safra";
"AL";"03/2017";"850,00";"Garantia-Safra";
"AL";"12/2016";"850,00";"Garantia-Safra";
"AL";"01/2018";"850,00";"Garantia-Safra";
"SE";"09/2017";"850,00";"Garantia-Safra";
"MA";"10/2022";"850,00";"Garantia-Safra";
"SE";"10/2023";"850,00";"Garantia-Safra";
"AL";"03/2018";"850,00";"Garantia-Safra";
"MA";"11/2022";"850,00";"Garantia-Safra";
"SE";"01/2018";"850,00";"Garantia-Safra";
"MA";"10/2016";"850,00";"Garantia-Safra";
"SP";"04/2018";"860,00";"PETI";
"CE";"07/2017";"860,00";"PETI";
"RJ";"04/2017";"865,00";"PETI";
"PB";"07/2018";"865,00";"PETI";
"TO";"04/2017";"870,00";"PETI";
"BA";"02/2018";"870,00";"PETI";
"RR";"01/2017";"880,00";"Seguro Defeso";
"MS";"09/2016";"880,00";"Seguro Defeso";
"PE";"09/2016";"880,00";"Seguro Defeso";
"TO";"10/2016";"880,00";"Seguro Defeso";
"GO";"01/2020";"885,00";"PETI";
"RO";"11/2016";"885,00";"PETI";
"RN";"02/2018";"890,00";"PETI";
"RS";"11/2017";"890,00";"PETI";
"ES";"09/2017";"900,00";"PETI";
"PR";"02/2020";"910,00";"PETI";
"TO";"03/2017";"920,00";"PETI";
"PR";"01/2020";"935,00";"PETI";
"BA";"01/2018";"935,00";"PETI";
"CE";"06/2017";"935,00";"PETI";
"MT";"12/2018";"954,00";"Seguro Defeso";
"PR";"12/2018";"954,00";"Seguro Defeso";
"RR";"10/2018";"954,00";"Seguro Defeso";
"RJ";"03/2017";"955,00";"PETI";
"RS";"10/2017";"955,00";"PETI";
"PR";"12/2019";"960,00";"PETI";
"CE";"05/2017";"960,00";"PETI";
"CE";"04/2017";"960,00";"PETI";
"Inválido";"09/2017";"960,00";"Seguro Defeso";
"GO";"12/2019";"965,00";"PETI";
"PB";"06/2018";"965,00";"PETI";
"RN";"01/2018";"980,00";"PETI";
"MS";"02/2018";"985,00";"PETI";
"MG";"03/2018";"990,00";"PETI";
"PE";"03/2018";"1.000,00";"PETI";
"PE";"02/2018";"1.000,00";"PETI";
"RN";"12/2017";"1.005,00";"PETI";
"RJ";"02/2017";"1.005,00";"PETI";
"BA";"12/2017";"1.010,00";"PETI";
"SP";"03/2018";"1.010,00";"PETI";
"PA";"09/2017";"1.010,00";"PETI";
"PR";"11/2019";"1.010,00";"PETI";
"SE";"10/2019";"1.020,00";"Garantia-Safra";
"AL";"11/2016";"1.025,00";"PETI";
"ES";"08/2017";"1.030,00";"PETI";
"CE";"03/2017";"1.035,00";"PETI";
"MS";"01/2018";"1.035,00";"PETI";
"RR";"11/2016";"1.035,00";"PETI";
"TO";"02/2017";"1.045,00";"PETI";
"BA";"11/2017";"1.050,00";"PETI";
"CE";"02/2017";"1.060,00";"PETI";
"SC";"08/2018";"1.065,00";"PETI";
"MG";"02/2018";"1.065,00";"PETI";
"PB";"05/2018";"1.065,00";"PETI";
"GO";"10/2019";"1.070,00";"PETI";
"MT";"03/2018";"1.070,00";"PETI";
"GO";"11/2019";"1.070,00";"PETI";
"RN";"11/2017";"1.070,00";"PETI";
"CE";"01/2017";"1.085,00";"PETI";
"PR";"10/2019";"1.090,00";"PETI";
"PE";"01/2018";"1.100,00";"PETI";
"AM";"06/2016";"1.112,00";"Seguro Defeso";
"RJ";"01/2017";"1.120,00";"PETI";
"RN";"10/2017";"1.120,00";"PETI";
"RO";"10/2016";"1.135,00";"PETI";
"MS";"12/2017";"1.140,00";"PETI";
"BA";"10/2017";"1.140,00";"PETI";
"TO";"01/2017";"1.145,00";"PETI";
"ES";"07/2017";"1.160,00";"PETI";
"MG";"01/2018";"1.165,00";"PETI";
"PB";"04/2018";"1.165,00";"PETI";
"SP";"02/2018";"1.165,00";"PETI";
"PE";"12/2017";"1.175,00";"PETI";
"MT";"02/2018";"1.175,00";"PETI";
"MG";"12/2017";"1.190,00";"PETI";
"MA";"11/2016";"1.190,00";"PETI";
"CE";"05/2023";"1.200,00";"Auxílio Emergencial";
"MA";"08/2023";"1.200,00";"Auxílio Emergencial";
"SP";"11/2022";"1.200,00";"Auxílio Emergencial";
"SE";"11/2022";"1.200,00";"Auxílio Emergencial";
"SE";"05/2023";"1.200,00";"Auxílio Emergencial";
"MG";"11/2022";"1.200,00";"Auxílio Emergencial";
"SP";"03/2023";"1.200,00";"Auxílio Emergencial";
"AL";"11/2022";"1.200,00";"Auxílio Emergencial";
"Inválido";"06/2022";"1.212,00";"BPC";
"MG";"11/2017";"1.215,00";"PETI";
"ES";"06/2017";"1.240,00";"PETI";
"PI";"10/2016";"1.245,00";"PETI";
"PE";"11/2017";"1.250,00";"PETI";
"SP";"12/2017";"1.265,00";"PETI";
"SP";"01/2018";"1.265,00";"PETI";
"MG";"10/2017";"1.265,00";"PETI";
"MS";"11/2017";"1.280,00";"PETI";
"PA";"08/2017";"1.285,00";"PETI";
"SC";"07/2018";"1.290,00";"PETI";
"PE";"10/2017";"1.300,00";"PETI";
"PA";"06/2017";"1.310,00";"PETI";
"PA";"07/2017";"1.310,00";"PETI";
"MS";"10/2017";"1.320,00";"PETI";
"AL";"10/2016";"1.325,00";"PETI";
"MT";"01/2018";"1.330,00";"PETI";
"RS";"09/2017";"1.335,00";"PETI";
"SC";"06/2018";"1.340,00";"PETI";
"PA";"05/2017";"1.360,00";"PETI";
"RR";"10/2016";"1.380,00";"PETI";
"ES";"05/2017";"1.395,00";"PETI";
"CE";"11/2016";"1.395,00";"PETI";
"RS";"08/2017";"1.400,00";"PETI";
"Inválido";"08/2017";"1.400,00";"Seguro Defeso";
"PA";"04/2017";"1.410,00";"PETI";
"PR";"09/2019";"1.415,00";"PETI";
"PB";"03/2018";"1.420,00";"PETI";
"SP";"11/2017";"1.430,00";"PETI";
"SC";"05/2018";"1.440,00";"PETI";
"PB";"02/2018";"1.445,00";"PETI";
"RS";"07/2017";"1.450,00";"PETI";
"MA";"10/2016";"1.455,00";"PETI";
"RS";"06/2017";"1.475,00";"PETI";
"PA";"03/2017";"1.475,00";"PETI";
"MS";"07/2016";"1.488,90";"Seguro Defeso";
"PR";"08/2019";"1.490,00";"PETI";
"PR";"07/2019";"1.490,00";"PETI";
"PA";"02/2017";"1.500,00";"PETI";
"SP";"10/2017";"1.505,00";"PETI";
"PB";"01/2018";"1.520,00";"PETI";
"RS";"05/2017";"1.540,00";"PETI";
"PA";"01/2017";"1.565,00";"PETI";
"PB";"12/2017";"1.570,00";"PETI";
"GO";"09/2019";"1.575,00";"PETI";
"RJ";"11/2016";"1.575,00";"PETI";
"MT";"12/2017";"1.590,00";"PETI";
"SC";"04/2018";"1.590,00";"PETI";
"ES";"04/2017";"1.590,00";"PETI";
"RS";"04/2017";"1.615,00";"PETI";
"PR";"06/2019";"1.620,00";"PETI";
"ES";"03/2017";"1.640,00";"PETI";
"PB";"11/2017";"1.645,00";"PETI";
"TO";"11/2016";"1.670,00";"PETI";
"GO";"08/2019";"1.695,00";"PETI";
"MT";"11/2017";"1.695,00";"PETI";
"BA";"09/2017";"1.700,00";"PETI";
"MA";"02/2020";"1.700,00";"Garantia-Safra";
"SE";"10/2020";"1.700,00";"Garantia-Safra";
"SE";"11/2020";"1.700,00";"Garantia-Safra";
"SE";"06/2018";"1.700,00";"Garantia-Safra";
"MA";"06/2016";"1.700,00";"Garantia-Safra";
"PI";"05/2019";"1.700,00";"Garantia-Safra";
"SE";"09/2016";"1.700,00";"Garantia-Safra";
"MA";"08/2022";"1.700,00";"Garantia-Safra";
"MA";"12/2022";"1.700,00";"Garantia-Safra";
"AL";"11/2018";"1.700,00";"Garantia-Safra";
"PE";"07/2016";"1.745,21";"Seguro Defeso";
"PB";"10/2017";"1.750,00";"PETI";
"ES";"02/2017";"1.760,00";"PETI";
"AC";"03/2016";"1.760,00";"Seguro Defeso";
"DF";"11/2016";"1.760,00";"Seguro Defeso";
"GO";"07/2016";"1.760,00";"Seguro Defeso";
"DF";"01/2016";"1.760,00";"Seguro Defeso";
"CE";"10/2016";"1.770,00";"PETI";
"RS";"03/2017";"1.780,00";"PETI";
"MT";"10/2017";"1.795,00";"PETI";
"MA";"11/2022";"1.800,00";"Auxílio Emergencial";
"MG";"08/2023";"1.800,00";"Auxílio Emergencial";
"PB";"01/2023";"1.800,00";"Auxílio Emergencial";
"BA";"08/2017";"1.815,00";"PETI";
"ES";"01/2017";"1.835,00";"PETI";
"RS";"02/2017";"1.845,00";"PETI";
"MG";"09/2017";"1.860,00";"PETI";
"RR";"10/2017";"1.874,00";"Seguro Defeso";
"DF";"06/2017";"1.874,00";"Seguro Defeso";
"DF";"11/2017";"1.874,00";"Seguro Defeso";
"GO";"07/2019";"1.880,00";"PETI";
"RN";"09/2017";"1.895,00";"PETI";
"RJ";"10/2016";"1.905,00";"PETI";
"TO";"06/2018";"1.908,00";"Seguro Defeso";
"GO";"12/2018";"1.908,00";"Seguro Defeso";
"DF";"09/2018";"1.908,00";"Seguro Defeso";
"PR";"05/2019";"1.910,00";"PETI";
"RS";"01/2017";"1.945,00";"PETI";
"GO";"06/2019";"1.955,00";"PETI";
"PE";"09/2017";"1.975,00";"PETI";
"BA";"07/2017";"1.980,00";"PETI";
"DF";"01/2019";"1.996,00";"Seguro Defeso";
"DF";"12/2019";"1.996,00";"Seguro Defeso";
"SC";"03/2018";"2.005,00";"PETI";
"SE";"12/2016";"2.025,00";"PETI";
"MS";"09/2017";"2.075,00";"PETI";
"RR";"09/2017";"2.079,41";"Seguro Defeso";
"DF";"12/2020";"2.090,00";"Seguro Defeso";
"RS";"11/2022";"2.100,00";"Auxílio Emergencial";
"BA";"11/2022";"2.100,00";"Auxílio Emergencial";
"SC";"02/2018";"2.105,00";"PETI";
"GO";"05/2019";"2.110,00";"PETI";
"BA";"06/2017";"2.120,00";"PETI";
"PR";"04/2019";"2.135,00";"PETI";
"PE";"08/2017";"2.150,00";"PETI";
"TO";"09/2017";"2.157,89";"Seguro Defeso";
"MG";"08/2017";"2.175,00";"PETI";
"Inválido";"04/2021";"2.200,00";"BPC";
"Inválido";"12/2021";"2.200,00";"BPC";
"Inválido";"10/2021";"2.200,00";"BPC";
"Inválido";"05/2021";"2.200,00";"BPC";
"BA";"05/2017";"2.235,00";"PETI";
"RN";"08/2017";"2.250,00";"PETI";
"PE";"07/2017";"2.250,00";"PETI";
"RS";"11/2016";"2.265,00";"PETI";
"TO";"10/2016";"2.265,00";"PETI";
"GO";"04/2019";"2.290,00";"PETI";
"ES";"11/2016";"2.315,00";"PETI";
"RN";"02/2019";"2.320,00";"Garantia-Safra";
"MG";"07/2017";"2.325,00";"PETI";
"BA";"04/2017";"2.360,00";"PETI";
"SC";"01/2018";"2.370,00";"PETI";
"PA";"11/2016";"2.370,00";"PETI";
"SE";"08/2020";"2.380,00";"Garantia-Safra";
"PR";"03/2019";"2.385,00";"PETI";
"MG";"06/2017";"2.400,00";"PETI";
"PI";"11/2022";"2.400,00";"Auxílio Emergencial";
"RR";"03/2023";"2.400,00";"Auxílio Emergencial";
"SE";"12/2022";"2.400,00";"Auxílio Emergencial";
"AM";"12/2022";"2.400,00";"Auxílio Emergencial";
"Inválido";"11/2021";"2.400,00";"Auxílio Emergencial";
"MS";"11/2022";"2.400,00";"Auxílio Emergencial";
"DF";"08/2023";"2.400,00";"Auxílio Emergencial";
"AP";"09/2022";"2.400,00";"Auxílio Emergencial";
"AC";"09/2022";"2.400,00";"Auxílio Emergencial";
"SP";"09/2017";"2.405,00";"PETI";
"RN";"07/2017";"2.415,00";"PETI";
"PE";"06/2017";"2.425,00";"PETI";
"MG";"05/2017";"2.425,00";"PETI";
"BA";"03/2017";"2.435,00";"PETI";
"RN";"06/2017";"2.440,00";"PETI";
"GO";"03/2019";"2.485,00";"PETI";
"BA";"02/2017";"2.510,00";"PETI";
"PB";"09/2017";"2.525,00";"PETI";
"MG";"04/2017";"2.525,00";"PETI";
"BA";"01/2017";"2.535,00";"PETI";
"MA";"07/2016";"2.550,00";"Garantia-Safra";
"AL";"12/2017";"2.550,00";"Garantia-Safra";
"AL";"01/2017";"2.550,00";"Garantia-Safra";
"SE";"09/2023";"2.550,00";"Garantia-Safra";
"SE";"10/2022";"2.550,00";"Garantia-Safra";
"AL";"11/2019";"2.550,00";"Garantia-Safra";
"SE";"10/2016";"2.550,00";"Garantia-Safra";
"RN";"05/2017";"2.565,00";"PETI";
"PR";"02/2019";"2.580,00";"PETI";
"DF";"06/2016";"2.640,00";"Seguro Defeso";
"PR";"01/2019";"2.645,00";"PETI";
"SC";"12/2017";"2.675,00";"PETI";
"PE";"05/2017";"2.700,00";"PETI";
"AM";"11/2016";"2.700,51";"Seguro Defeso";
"MG";"03/2017";"2.715,00";"PETI";
"MT";"09/2017";"2.725,00";"PETI";
"RN";"04/2017";"2.785,00";"PETI";
"SP";"08/2017";"2.800,00";"PETI";
"MT";"08/2017";"2.811,00";"Seguro Defeso";
"MS";"07/2017";"2.811,00";"Seguro Defeso";
"DF";"12/2017";"2.811,00";"Seguro Defeso";
"SC";"11/2017";"2.825,00";"PETI";
"GO";"02/2019";"2.830,00";"PETI";
"MS";"08/2017";"2.840,00";"PETI";
"PR";"09/2018";"2.862,00";"Seguro Defeso";
"PB";"08/2017";"2.870,00";"PETI";
"PE";"04/2017";"2.875,00";"PETI";
"SC";"10/2017";"2.875,00";"PETI";
"RN";"11/2016";"2.890,00";"Garantia-Safra";
"MS";"07/2017";"2.930,00";"PETI";
"SP";"07/2017";"2.930,00";"PETI";
"ES";"10/2016";"2.930,00";"PETI";
"PB";"07/2017";"2.945,00";"PETI";
"RN";"03/2017";"2.965,00";"PETI";
"SE";"08/2016";"2.970,00";"PETI";
"SE";"09/2016";"2.970,00";"PETI";
"DF";"02/2019";"2.994,00";"Seguro Defeso";
"AC";"10/2019";"2.994,00";"Seguro Defeso";
"MS";"06/2017";"2.995,00";"PETI";
"PE";"03/2017";"3.000,00";"PETI";
"MG";"04/2023";"3.000,00";"Auxílio Emergencial";
"PE";"04/2023";"3.000,00";"Auxílio Emergencial";
"RS";"02/2023";"3.000,00";"Auxílio Emergencial";
"SC";"02/2023";"3.000,00";"Auxílio Emergencial";
"AM";"02/2023";"3.000,00";"Auxílio Emergencial";
"PB";"02/2023";"3.000,00";"Auxílio Emergencial";
"PR";"03/2023";"3.000,00";"Auxílio Emergencial";
"ES";"02/2023";"3.000,00";"Auxílio Emergencial";
"AP";"12/2022";"3.000,00";"Auxílio Emergencial";
"PR";"02/2023";"3.000,00";"Auxílio Emergencial";
"PI";"03/2023";"3.000,00";"Auxílio Emergencial";
"PI";"02/2023";"3.000,00";"Auxílio Emergencial";
"SP";"08/2023";"3.000,00";"Auxílio Emergencial";
"CE";"02/2023";"3.000,00";"Auxílio Emergencial";
