"UF";"Mês/Ano";"Valor Transferido";"Programa Social";
"MA";"04/2015";"9.220,00";"PETI";
"MA";"11/2014";"9.220,00";"PETI";
"TO";"02/2014";"9.240,00";"PETI";
"RJ";"04/2014";"9.250,00";"PETI";
"PA";"11/2014";"9.255,00";"PETI";
"RJ";"06/2014";"9.290,00";"PETI";
"TO";"01/2014";"9.315,00";"PETI";
"MA";"03/2015";"9.320,00";"PETI";
"MA";"02/2015";"9.320,00";"PETI";
"PA";"05/2015";"9.340,00";"PETI";
"MA";"01/2015";"9.345,00";"PETI";
"RJ";"03/2014";"9.405,00";"PETI";
"RR";"10/2015";"9.456,00";"Seguro Defeso";
"TO";"12/2013";"9.465,00";"PETI";
"MG";"06/2013";"9.466,70";"Seguro Defeso";
"RJ";"05/2014";"9.470,00";"PETI";
"PA";"04/2015";"9.470,00";"PETI";
"RS";"08/2015";"9.485,00";"PETI";
"RS";"09/2015";"9.485,00";"PETI";
"RS";"07/2015";"9.485,00";"PETI";
"PA";"10/2014";"9.540,00";"PETI";
"RS";"11/2015";"9.545,00";"PETI";
"RS";"12/2015";"9.545,00";"PETI";
"RS";"06/2015";"9.550,00";"PETI";
"AC";"05/2013";"9.552,59";"Seguro Defeso";
"MA";"09/2014";"9.565,00";"PETI";
"RS";"10/2015";"9.635,00";"PETI";
"RJ";"02/2014";"9.645,00";"PETI";
"MA";"12/2014";"9.645,00";"PETI";
"PA";"09/2014";"9.705,00";"PETI";
"RS";"05/2015";"9.715,00";"PETI";
"TO";"11/2013";"9.720,00";"PETI";
"MA";"10/2014";"9.735,00";"PETI";
"RJ";"01/2014";"9.735,00";"PETI";
"MA";"08/2014";"9.740,00";"PETI";
"RS";"04/2015";"9.740,00";"PETI";
"RJ";"10/2013";"9.760,00";"PETI";
"RS";"03/2015";"9.765,00";"PETI";
"RJ";"12/2013";"9.775,00";"PETI";
"RS";"02/2015";"9.790,00";"PETI";
"RJ";"09/2013";"9.810,00";"PETI";
"PI";"10/2014";"9.824,00";"Seguro Defeso";
"PA";"08/2014";"9.835,00";"PETI";
"RJ";"11/2013";"9.840,00";"PETI";
"MA";"07/2014";"9.890,00";"PETI";
"RS";"01/2015";"9.895,00";"PETI";
"RS";"12/2014";"9.945,00";"PETI";
"TO";"10/2013";"9.960,00";"PETI";
"RN";"07/2014";"10.003,71";"Seguro Defeso";
"RS";"11/2014";"10.010,00";"PETI";
"MS";"07/2014";"10.032,00";"Seguro Defeso";
"RJ";"08/2013";"10.040,00";"PETI";
"PB";"08/2014";"10.082,22";"Seguro Defeso";
"MA";"06/2014";"10.090,00";"PETI";
"TO";"09/2013";"10.125,00";"PETI";
"RS";"10/2014";"10.175,00";"PETI";
"AL";"09/2013";"10.176,92";"Seguro Defeso";
"RS";"09/2014";"10.205,00";"PETI";
"AC";"09/2015";"10.227,11";"Seguro Defeso";
"RN";"11/2015";"10.244,00";"Seguro Defeso";
"RS";"08/2014";"10.295,00";"PETI";
"TO";"08/2013";"10.325,00";"PETI";
"RJ";"07/2013";"10.370,00";"PETI";
"PB";"10/2015";"10.459,73";"Seguro Defeso";
"MA";"05/2014";"10.530,00";"PETI";
"RJ";"06/2013";"10.555,00";"PETI";
"RJ";"04/2013";"10.565,00";"PETI";
"MA";"04/2014";"10.570,00";"PETI";
"ES";"09/2015";"10.570,00";"PETI";
"TO";"06/2013";"10.625,00";"PETI";
"ES";"08/2015";"10.635,00";"PETI";
"RS";"07/2014";"10.635,00";"PETI";
"RJ";"05/2013";"10.650,00";"PETI";
"TO";"07/2013";"10.695,00";"PETI";
"ES";"07/2015";"10.715,00";"PETI";
"MA";"03/2014";"10.735,00";"PETI";
"TO";"05/2013";"10.805,00";"PETI";
"ES";"12/2015";"10.805,00";"PETI";
"RJ";"03/2013";"10.810,00";"PETI";
"ES";"06/2015";"10.820,00";"PETI";
"RS";"06/2014";"10.840,00";"PETI";
"MT";"05/2013";"10.848,00";"Seguro Defeso";
"RO";"06/2014";"10.860,00";"Seguro Defeso";
"ES";"05/2015";"10.870,00";"PETI";
"ES";"11/2015";"10.870,00";"PETI";
"ES";"10/2015";"10.895,00";"PETI";
"ES";"04/2015";"10.910,00";"PETI";
"RJ";"02/2013";"10.940,00";"PETI";
"RS";"05/2014";"10.965,00";"PETI";
"TO";"04/2013";"10.970,00";"PETI";
"RJ";"01/2013";"10.990,00";"PETI";
"RS";"04/2014";"11.065,00";"PETI";
"TO";"03/2013";"11.070,00";"PETI";
"TO";"02/2013";"11.135,00";"PETI";
"MA";"02/2014";"11.150,00";"PETI";
"PR";"09/2013";"11.265,84";"Seguro Defeso";
"MA";"01/2014";"11.300,00";"PETI";
"ES";"03/2015";"11.320,00";"PETI";
"ES";"01/2015";"11.320,00";"PETI";
"ES";"02/2015";"11.320,00";"PETI";
"RS";"02/2014";"11.420,00";"PETI";
"RS";"03/2014";"11.445,00";"PETI";
"ES";"12/2014";"11.475,00";"PETI";
"MA";"12/2013";"11.505,00";"PETI";
"ES";"11/2014";"11.655,00";"PETI";
"TO";"01/2013";"11.660,00";"PETI";
"MA";"11/2013";"11.670,00";"PETI";
"MT";"05/2014";"11.691,00";"Seguro Defeso";
"RS";"03/2013";"11.705,00";"PETI";
"MA";"10/2013";"11.720,00";"PETI";
"RS";"01/2014";"11.720,00";"PETI";
"RS";"06/2013";"11.760,00";"PETI";
"RS";"07/2013";"11.775,00";"PETI";
"RS";"12/2013";"11.810,00";"PETI";
"ES";"10/2014";"11.830,00";"PETI";
"MA";"09/2013";"11.845,00";"PETI";
"RS";"02/2013";"11.850,00";"PETI";
"RS";"11/2013";"11.860,00";"PETI";
"RS";"05/2013";"11.875,00";"PETI";
"RN";"12/2015";"11.904,49";"Seguro Defeso";
"RS";"10/2013";"11.960,00";"PETI";
"MA";"08/2013";"11.970,00";"PETI";
"RS";"09/2013";"11.990,00";"PETI";
"RS";"01/2013";"11.995,00";"PETI";
"RS";"08/2013";"12.015,00";"PETI";
"ES";"09/2014";"12.035,00";"PETI";
"RS";"04/2013";"12.040,00";"PETI";
"MT";"09/2013";"12.226,00";"Seguro Defeso";
"MA";"07/2013";"12.235,00";"PETI";
"RR";"08/2014";"12.239,77";"Seguro Defeso";
"ES";"09/2013";"12.321,68";"Seguro Defeso";
"ES";"08/2014";"12.325,00";"PETI";
"RS";"05/2014";"12.370,11";"Seguro Defeso";
"MA";"06/2013";"12.545,00";"PETI";
"RO";"06/2013";"12.589,34";"Seguro Defeso";
"PE";"07/2015";"12.608,00";"Seguro Defeso";
"SP";"08/2013";"12.738,43";"Seguro Defeso";
"MA";"05/2013";"12.785,00";"PETI";
"PI";"10/2015";"12.792,87";"Seguro Defeso";
"PI";"09/2013";"12.845,40";"Seguro Defeso";
"MA";"04/2013";"12.995,00";"PETI";
"AC";"11/2014";"13.032,00";"Seguro Defeso";
"MG";"10/2014";"13.060,21";"Seguro Defeso";
"CE";"12/2013";"13.128,16";"Seguro Defeso";
"ES";"07/2014";"13.160,00";"PETI";
"MA";"03/2013";"13.185,00";"PETI";
"RN";"08/2015";"13.220,00";"Seguro Defeso";
"MS";"11/2013";"13.300,40";"Seguro Defeso";
"MT";"06/2014";"13.331,25";"Seguro Defeso";
"ES";"06/2014";"13.405,00";"PETI";
"MA";"02/2013";"13.420,00";"PETI";
"MA";"01/2013";"13.430,00";"PETI";
"AL";"12/2015";"13.440,00";"Garantia-Safra";
"ES";"05/2014";"13.585,00";"PETI";
"RS";"05/2013";"13.840,78";"Seguro Defeso";
"ES";"04/2014";"13.850,00";"PETI";
"ES";"03/2013";"14.030,00";"PETI";
"RR";"08/2013";"14.040,80";"Seguro Defeso";
"ES";"03/2014";"14.105,00";"PETI";
"PB";"08/2015";"14.244,46";"Seguro Defeso";
"ES";"02/2014";"14.280,00";"PETI";
"ES";"02/2013";"14.300,00";"PETI";
"ES";"01/2014";"14.320,00";"PETI";
"ES";"12/2013";"14.345,00";"PETI";
"ES";"06/2013";"14.370,00";"PETI";
"ES";"05/2013";"14.370,00";"PETI";
"ES";"04/2013";"14.405,00";"PETI";
"ES";"01/2013";"14.440,00";"PETI";
"ES";"10/2013";"14.460,00";"PETI";
"ES";"09/2013";"14.465,00";"PETI";
"ES";"08/2013";"14.500,00";"PETI";
"ES";"11/2013";"14.515,00";"PETI";
"ES";"07/2013";"14.835,00";"PETI";
"PI";"11/2013";"14.911,56";"Seguro Defeso";
"MT";"05/2015";"14.972,00";"Seguro Defeso";
"PR";"08/2015";"14.972,00";"Seguro Defeso";
"MG";"11/2015";"15.022,87";"Seguro Defeso";
"PE";"07/2013";"15.124,42";"Seguro Defeso";
"PA";"07/2014";"15.190,00";"PETI";
"PI";"11/2014";"15.371,99";"Seguro Defeso";
"TO";"06/2015";"15.650,00";"Seguro Defeso";
"PA";"06/2014";"15.675,00";"PETI";
"PA";"05/2014";"15.715,00";"PETI";
"PI";"09/2014";"15.741,27";"Seguro Defeso";
"RN";"10/2015";"15.760,00";"Seguro Defeso";
"MA";"03/2015";"15.810,00";"Garantia-Safra";
"MG";"08/2013";"15.852,90";"Seguro Defeso";
"PB";"12/2015";"15.966,04";"Seguro Defeso";
"PA";"04/2014";"16.000,00";"PETI";
"PA";"03/2014";"16.255,00";"PETI";
"TO";"07/2013";"16.315,92";"Seguro Defeso";
"SP";"09/2013";"16.369,22";"Seguro Defeso";
"PA";"02/2014";"16.375,00";"PETI";
"PA";"01/2014";"16.600,00";"PETI";
"MT";"07/2015";"16.787,08";"Seguro Defeso";
"PA";"12/2013";"16.955,00";"PETI";
"MG";"06/2014";"17.105,00";"Garantia-Safra";
"BA";"09/2015";"17.320,00";"PETI";
"BA";"10/2015";"17.320,00";"PETI";
"TO";"05/2015";"17.336,00";"Seguro Defeso";
"PA";"11/2013";"17.415,00";"PETI";
"BA";"08/2015";"17.420,00";"PETI";
"RO";"10/2014";"17.520,10";"Seguro Defeso";
"BA";"07/2015";"17.595,00";"PETI";
"BA";"04/2015";"17.620,00";"PETI";
"BA";"02/2015";"17.635,00";"PETI";
"BA";"11/2014";"17.640,00";"PETI";
"BA";"01/2015";"17.660,00";"PETI";
"BA";"03/2015";"17.710,00";"PETI";
"PA";"10/2013";"17.775,00";"PETI";
"BA";"10/2014";"17.790,00";"PETI";
"CE";"01/2015";"17.793,00";"Seguro Defeso";
"BA";"06/2015";"17.825,00";"PETI";
"BA";"12/2014";"17.835,00";"PETI";
"BA";"09/2014";"17.890,00";"PETI";
"BA";"05/2015";"17.900,00";"PETI";
"PA";"09/2013";"17.955,00";"PETI";
"BA";"12/2015";"17.970,00";"PETI";
"PA";"08/2013";"18.085,00";"PETI";
"BA";"08/2014";"18.155,00";"PETI";
"BA";"11/2015";"18.170,00";"PETI";
"PR";"11/2015";"18.206,31";"Seguro Defeso";
"PA";"07/2013";"18.215,00";"PETI";
"PA";"06/2013";"18.240,00";"PETI";
"PI";"08/2014";"18.289,71";"Seguro Defeso";
"AC";"08/2014";"18.361,11";"Seguro Defeso";
"PA";"04/2013";"18.450,00";"PETI";
"BA";"07/2014";"18.585,00";"PETI";
"PA";"05/2013";"18.645,00";"PETI";
"BA";"06/2014";"18.685,00";"PETI";
"BA";"03/2014";"18.835,00";"PETI";
"RN";"11/2015";"18.860,00";"PETI";
"PA";"03/2013";"18.880,00";"PETI";
"RN";"10/2015";"18.925,00";"PETI";
"AC";"08/2015";"18.925,24";"Seguro Defeso";
"MT";"11/2013";"18.984,00";"Seguro Defeso";
"RN";"09/2015";"19.070,00";"PETI";
"BA";"05/2014";"19.085,00";"PETI";
"SP";"12/2015";"19.125,00";"PETI";
"PA";"02/2013";"19.130,00";"PETI";
"RN";"08/2015";"19.160,00";"PETI";
"RN";"12/2015";"19.195,00";"PETI";
"MG";"05/2013";"19.218,25";"Seguro Defeso";
"BA";"01/2014";"19.250,00";"PETI";
"SP";"11/2015";"19.265,00";"PETI";
"BA";"01/2013";"19.275,00";"PETI";
"BA";"12/2013";"19.365,00";"PETI";
"RN";"07/2015";"19.385,00";"PETI";
"SP";"10/2015";"19.395,00";"PETI";
"BA";"03/2013";"19.400,00";"PETI";
"BA";"04/2013";"19.410,00";"PETI";
"BA";"02/2013";"19.425,00";"PETI";
"BA";"05/2013";"19.430,00";"PETI";
"BA";"02/2014";"19.550,00";"PETI";
"BA";"04/2014";"19.560,00";"PETI";
"SP";"09/2015";"19.560,00";"PETI";
"RN";"06/2015";"19.605,00";"PETI";
"RN";"08/2014";"19.635,36";"Seguro Defeso";
"MS";"10/2013";"19.662,00";"Seguro Defeso";
"PA";"01/2013";"19.675,00";"PETI";
"RN";"05/2015";"19.695,00";"PETI";
"SP";"08/2015";"19.775,00";"PETI";
"RN";"04/2015";"19.810,00";"PETI";
"MS";"12/2015";"19.835,00";"PETI";
"TO";"11/2015";"19.909,71";"Seguro Defeso";
"SP";"07/2015";"19.970,00";"PETI";
"BA";"11/2013";"20.045,00";"PETI";
"BA";"10/2013";"20.085,00";"PETI";
"RN";"03/2015";"20.095,00";"PETI";
"MS";"11/2015";"20.100,00";"PETI";
"BA";"09/2013";"20.115,00";"PETI";
"SP";"06/2015";"20.175,00";"PETI";
"SP";"05/2015";"20.215,00";"PETI";
"MS";"10/2015";"20.270,00";"PETI";
"RN";"02/2015";"20.315,00";"PETI";
"RO";"05/2013";"20.374,76";"Seguro Defeso";
"RN";"01/2015";"20.380,00";"PETI";
"SP";"04/2015";"20.395,00";"PETI";
"MS";"09/2015";"20.430,00";"PETI";
"BA";"06/2013";"20.445,00";"PETI";
"RN";"12/2014";"20.480,00";"PETI";
"MG";"07/2015";"20.488,00";"Seguro Defeso";
"BA";"08/2013";"20.565,00";"PETI";
"MS";"08/2015";"20.655,00";"PETI";
"MS";"07/2015";"20.720,00";"PETI";
"SP";"03/2015";"20.780,00";"PETI";
"MS";"06/2015";"20.865,00";"PETI";
"BA";"07/2013";"20.895,00";"PETI";
"PB";"12/2015";"20.930,00";"PETI";
"SP";"02/2015";"20.995,00";"PETI";
"MG";"10/2013";"21.018,00";"Seguro Defeso";
"MS";"05/2015";"21.025,00";"PETI";
"RN";"11/2014";"21.025,00";"PETI";
"PB";"10/2015";"21.095,00";"PETI";
"RN";"10/2014";"21.110,00";"PETI";
"SP";"01/2015";"21.110,00";"PETI";
"PB";"11/2015";"21.145,00";"PETI";
"MG";"12/2015";"21.165,00";"PETI";
"MS";"04/2015";"21.195,00";"PETI";
"PB";"09/2015";"21.210,00";"PETI";
"SP";"06/2014";"21.225,00";"PETI";
"PR";"09/2015";"21.276,00";"Seguro Defeso";
"MG";"11/2015";"21.290,00";"PETI";
"SP";"12/2014";"21.290,00";"PETI";
"PB";"08/2015";"21.300,00";"PETI";
"SP";"09/2014";"21.340,00";"PETI";
"PB";"07/2015";"21.375,00";"PETI";
"PB";"06/2015";"21.425,00";"PETI";
"RN";"09/2014";"21.435,00";"PETI";
"SP";"11/2014";"21.485,00";"PETI";
"MG";"10/2015";"21.490,00";"PETI";
"PB";"05/2015";"21.500,00";"PETI";
"PB";"04/2015";"21.525,00";"PETI";
"SP";"05/2014";"21.535,00";"PETI";
"MG";"09/2015";"21.540,00";"PETI";
"PB";"03/2015";"21.550,00";"PETI";
"MS";"03/2015";"21.575,00";"PETI";
"PB";"02/2015";"21.650,00";"PETI";
"MS";"02/2015";"21.655,00";"PETI";
"MG";"09/2014";"21.674,18";"Seguro Defeso";
"PB";"01/2015";"21.675,00";"PETI";
"SP";"08/2014";"21.735,00";"PETI";
"PB";"12/2014";"21.750,00";"PETI";
"MG";"08/2015";"21.755,00";"PETI";
"MS";"01/2015";"21.775,00";"PETI";
"MG";"07/2015";"21.870,00";"PETI";
"PB";"11/2014";"21.875,00";"PETI";
"MS";"12/2014";"21.895,00";"PETI";
"SP";"10/2014";"21.920,00";"PETI";
"PB";"10/2014";"21.940,00";"PETI";
"MS";"05/2014";"21.991,13";"Seguro Defeso";
"SP";"04/2014";"21.995,00";"PETI";
"RN";"08/2014";"22.075,00";"PETI";
"MG";"05/2015";"22.160,00";"PETI";
"PB";"09/2014";"22.235,00";"PETI";
"MG";"04/2015";"22.275,00";"PETI";
"SP";"03/2014";"22.300,00";"PETI";
"MS";"11/2014";"22.300,00";"PETI";
"RN";"07/2014";"22.310,00";"PETI";
"MG";"06/2015";"22.335,00";"PETI";
"MG";"03/2015";"22.400,00";"PETI";
"PR";"07/2014";"22.444,44";"Seguro Defeso";
"SP";"02/2014";"22.470,00";"PETI";
"MG";"02/2015";"22.475,00";"PETI";
"MG";"01/2015";"22.525,00";"PETI";
"MS";"10/2014";"22.585,00";"PETI";
"SP";"07/2014";"22.625,00";"PETI";
"MS";"09/2014";"22.730,00";"PETI";
"MG";"12/2014";"22.750,00";"PETI";
"TO";"04/2015";"22.852,00";"Seguro Defeso";
"SP";"01/2014";"22.875,00";"PETI";
"RN";"06/2014";"22.985,00";"PETI";
"TO";"05/2013";"23.051,32";"Seguro Defeso";
"MG";"11/2014";"23.065,00";"PETI";
"PI";"08/2013";"23.104,44";"Seguro Defeso";
"SP";"12/2013";"23.270,00";"PETI";
"MG";"10/2014";"23.365,00";"PETI";
"PB";"08/2014";"23.485,00";"PETI";
"RR";"01/2013";"23.558,29";"Seguro Defeso";
"RN";"05/2014";"23.560,00";"PETI";
"MS";"08/2014";"23.595,00";"PETI";
"PB";"07/2014";"23.625,00";"PETI";
"SP";"11/2013";"23.645,00";"PETI";
"PB";"06/2014";"23.725,00";"PETI";
"MG";"09/2014";"23.755,00";"PETI";
"RN";"12/2013";"23.830,00";"PETI";
"RN";"11/2013";"23.875,00";"PETI";
"ES";"08/2014";"23.962,20";"Seguro Defeso";
"PB";"05/2014";"24.065,00";"PETI";
"MG";"08/2014";"24.080,00";"PETI";
"RN";"04/2014";"24.105,00";"PETI";
"RN";"10/2013";"24.115,00";"PETI";
"SP";"10/2013";"24.155,00";"PETI";
"PB";"04/2014";"24.290,00";"PETI";
"SP";"09/2013";"24.325,00";"PETI";
"RN";"03/2014";"24.350,00";"PETI";
"RN";"09/2013";"24.360,00";"PETI";
"MS";"04/2015";"24.428,00";"Seguro Defeso";
"PE";"10/2015";"24.428,00";"Seguro Defeso";
"AM";"09/2013";"24.446,69";"Seguro Defeso";
"PB";"12/2013";"24.610,00";"PETI";
"PB";"03/2014";"24.690,00";"PETI";
"RN";"08/2013";"24.745,00";"PETI";
"MS";"07/2014";"24.750,00";"PETI";
"RN";"04/2013";"24.850,00";"PETI";
"RN";"02/2014";"24.910,00";"PETI";
"PB";"11/2013";"24.910,00";"PETI";
"PB";"01/2014";"24.910,00";"PETI";
"MG";"07/2014";"24.925,00";"PETI";
"RN";"01/2013";"24.935,00";"PETI";
"RN";"03/2013";"24.965,00";"PETI";
"RN";"05/2013";"25.005,00";"PETI";
"PB";"02/2014";"25.020,00";"PETI";
"SP";"08/2013";"25.070,00";"PETI";
"PB";"09/2013";"25.215,00";"PETI";
"MG";"06/2014";"25.265,00";"PETI";
"RN";"02/2013";"25.270,00";"PETI";
"MS";"06/2014";"25.335,00";"PETI";
"PB";"08/2013";"25.430,00";"PETI";
"RR";"09/2015";"25.476,02";"Seguro Defeso";
"MG";"03/2015";"25.500,00";"Garantia-Safra";
"RN";"06/2013";"25.565,00";"PETI";
"RN";"07/2013";"25.575,00";"PETI";
"PB";"06/2013";"25.580,00";"PETI";
"PB";"07/2013";"25.605,00";"PETI";
"PB";"05/2013";"25.680,00";"PETI";
"SP";"07/2013";"25.690,00";"PETI";
"MG";"05/2014";"25.705,00";"PETI";
"SP";"02/2013";"25.835,00";"PETI";
"MS";"05/2014";"25.875,00";"PETI";
"MG";"08/2014";"25.875,07";"Seguro Defeso";
"RN";"01/2014";"25.920,00";"PETI";
"SP";"06/2013";"25.925,00";"PETI";
"AL";"08/2013";"26.041,10";"Seguro Defeso";
"PB";"04/2013";"26.145,00";"PETI";
"SP";"05/2013";"26.170,00";"PETI";
"PB";"10/2013";"26.200,00";"PETI";
"SP";"04/2013";"26.225,00";"PETI";
"MG";"04/2014";"26.230,00";"PETI";
"PB";"01/2013";"26.340,00";"PETI";
"PB";"02/2013";"26.425,00";"PETI";
"PB";"03/2013";"26.585,00";"PETI";
"MG";"03/2014";"26.595,00";"PETI";
"MS";"04/2013";"26.600,00";"Seguro Defeso";
"MS";"04/2014";"26.815,00";"PETI";
"SP";"01/2013";"26.890,00";"PETI";
"MG";"02/2014";"27.000,00";"PETI";
"SP";"03/2013";"27.480,00";"PETI";
"MS";"03/2014";"27.545,00";"PETI";
"MG";"01/2014";"27.690,00";"PETI";
"MG";"05/2015";"27.798,78";"Seguro Defeso";
"MS";"02/2014";"27.820,00";"PETI";
"MS";"01/2014";"28.085,00";"PETI";
"MG";"12/2013";"28.415,00";"PETI";
"MS";"12/2013";"28.420,00";"PETI";
"GO";"04/2013";"28.476,00";"Seguro Defeso";
"SE";"10/2014";"28.604,88";"Seguro Defeso";
"MS";"11/2013";"28.825,00";"PETI";
"MG";"11/2013";"28.885,00";"PETI";
"MS";"10/2013";"29.220,00";"PETI";
"MG";"10/2013";"29.260,00";"PETI";
"MG";"07/2014";"29.421,69";"Seguro Defeso";
"MG";"08/2013";"29.455,00";"PETI";
"SC";"07/2014";"29.468,70";"Seguro Defeso";
"MS";"09/2013";"29.655,00";"PETI";
"MG";"09/2013";"29.700,00";"PETI";
"MG";"07/2013";"29.825,00";"PETI";
"MG";"05/2013";"29.835,00";"PETI";
"MG";"06/2013";"29.845,00";"PETI";
"MG";"06/2015";"29.944,00";"Seguro Defeso";
"MG";"04/2013";"29.965,00";"PETI";
"PB";"09/2013";"30.012,52";"Seguro Defeso";
"AL";"10/2013";"30.030,01";"Seguro Defeso";
"MS";"08/2013";"30.090,00";"PETI";
"SP";"07/2015";"30.185,30";"Seguro Defeso";
"PE";"12/2015";"30.275,00";"PETI";
"MG";"01/2013";"30.385,00";"PETI";
"PE";"11/2015";"30.400,00";"PETI";
"MG";"03/2013";"30.415,00";"PETI";
"PE";"10/2015";"30.425,00";"PETI";
"PE";"09/2015";"30.525,00";"PETI";
"PE";"08/2015";"30.650,00";"PETI";
"PE";"05/2015";"30.675,00";"PETI";
"PE";"07/2015";"30.675,00";"PETI";
"MG";"02/2013";"30.730,00";"PETI";
"PE";"06/2015";"30.750,00";"PETI";
"PE";"04/2015";"30.815,00";"PETI";
"TO";"05/2014";"30.846,00";"Seguro Defeso";
"PE";"03/2015";"30.915,00";"PETI";
"SE";"11/2014";"31.006,47";"Seguro Defeso";
"PE";"02/2015";"31.015,00";"PETI";
"MS";"03/2013";"31.035,00";"PETI";
"PE";"01/2015";"31.065,00";"PETI";
"MS";"07/2013";"31.125,00";"PETI";
"MG";"07/2013";"31.188,00";"Seguro Defeso";
"MS";"06/2013";"31.300,00";"PETI";
"RN";"07/2015";"31.438,18";"Seguro Defeso";
"MS";"04/2013";"31.455,00";"PETI";
"MS";"02/2013";"31.505,00";"PETI";
"PE";"12/2014";"31.515,00";"PETI";
"MS";"05/2013";"31.545,00";"PETI";
"MS";"01/2013";"31.740,00";"PETI";
"CE";"11/2014";"31.953,27";"Seguro Defeso";
"PE";"11/2014";"32.165,00";"PETI";
"PE";"09/2014";"32.390,00";"PETI";
"PE";"10/2014";"32.565,00";"PETI";
"GO";"04/2014";"33.154,00";"Seguro Defeso";
"PE";"08/2014";"33.265,00";"PETI";
"MT";"12/2015";"33.680,00";"PETI";
"SE";"11/2013";"33.874,44";"Seguro Defeso";
"RO";"06/2015";"33.884,00";"Seguro Defeso";
"MT";"11/2015";"33.890,00";"PETI";
"PE";"07/2014";"34.140,00";"PETI";
"MT";"10/2015";"34.275,00";"PETI";
"PE";"06/2014";"34.490,00";"PETI";
"MS";"07/2013";"34.505,09";"Seguro Defeso";
"RN";"08/2013";"34.558,21";"Seguro Defeso";
"PR";"07/2013";"34.578,00";"Seguro Defeso";
"MT";"09/2015";"34.590,00";"PETI";
"AC";"07/2015";"34.725,72";"Seguro Defeso";
"PB";"09/2014";"34.840,73";"Seguro Defeso";
"PE";"05/2014";"34.915,00";"PETI";
"MT";"08/2015";"34.930,00";"PETI";
"MT";"07/2015";"35.395,00";"PETI";
"MT";"06/2015";"35.460,00";"Seguro Defeso";
"PE";"04/2014";"35.515,00";"PETI";
"PE";"03/2014";"35.815,00";"PETI";
"MT";"06/2015";"35.820,00";"PETI";
"PE";"02/2014";"35.990,00";"PETI";
"MT";"05/2015";"36.005,00";"PETI";
"RN";"09/2013";"36.099,62";"Seguro Defeso";
"PE";"01/2014";"36.240,00";"PETI";
"GO";"04/2015";"36.248,00";"Seguro Defeso";
"MT";"04/2015";"36.335,00";"PETI";
"PE";"12/2013";"36.815,00";"PETI";
"MT";"03/2015";"36.915,00";"PETI";
"PB";"08/2013";"37.263,42";"Seguro Defeso";
"MT";"02/2015";"37.380,00";"PETI";
"CE";"08/2013";"37.471,01";"Seguro Defeso";
"MT";"01/2015";"37.485,00";"PETI";
"PE";"11/2013";"37.565,00";"PETI";
"PB";"11/2015";"37.824,00";"Seguro Defeso";
"MT";"12/2014";"37.890,00";"PETI";
"RO";"05/2015";"38.140,68";"Seguro Defeso";
"PE";"10/2013";"38.290,00";"PETI";
"CE";"10/2013";"38.519,48";"Seguro Defeso";
"MT";"11/2014";"38.640,00";"PETI";
"PE";"02/2013";"39.140,00";"PETI";
"PE";"09/2013";"39.165,00";"PETI";
"MT";"10/2014";"39.180,00";"PETI";
"PE";"03/2013";"39.190,00";"PETI";
"CE";"08/2015";"39.406,49";"Seguro Defeso";
"PE";"01/2013";"39.415,00";"PETI";
"PE";"08/2013";"39.465,00";"PETI";
"PE";"06/2013";"39.490,00";"PETI";
"PE";"04/2013";"39.790,00";"PETI";
"PE";"07/2013";"39.790,00";"PETI";
"MT";"09/2014";"40.150,00";"PETI";
"PE";"05/2013";"40.190,00";"PETI";
"AC";"11/2013";"40.547,00";"Seguro Defeso";
"MT";"08/2014";"41.180,00";"PETI";
"SP";"08/2015";"42.115,25";"Seguro Defeso";
"CE";"10/2015";"42.718,76";"Seguro Defeso";
"MT";"04/2015";"43.340,00";"Seguro Defeso";
"MT";"10/2013";"43.392,00";"Seguro Defeso";
"MT";"07/2014";"44.305,00";"PETI";
"ES";"08/2013";"44.793,26";"Seguro Defeso";
"MG";"07/2014";"44.850,00";"Garantia-Safra";
"MS";"04/2014";"44.888,00";"Seguro Defeso";
"PR";"07/2015";"44.916,00";"Seguro Defeso";
"TO";"09/2015";"44.916,00";"Seguro Defeso";
"MT";"06/2014";"45.015,00";"PETI";
"CE";"10/2014";"45.571,21";"Seguro Defeso";
"MT";"05/2014";"45.965,00";"PETI";
"MT";"04/2014";"46.680,00";"PETI";
"SP";"08/2014";"46.692,91";"Seguro Defeso";
"SP";"09/2015";"47.247,62";"Seguro Defeso";
"RR";"08/2015";"47.265,12";"Seguro Defeso";
"MT";"03/2014";"47.505,00";"PETI";
"PI";"06/2013";"47.764,00";"Seguro Defeso";
"MT";"02/2014";"48.335,00";"PETI";
"RO";"07/2013";"48.871,98";"Seguro Defeso";
"MT";"01/2014";"48.925,00";"PETI";
"GO";"11/2015";"49.644,00";"Seguro Defeso";
"MT";"12/2013";"49.715,00";"PETI";
"MT";"11/2013";"50.775,00";"PETI";
"PI";"10/2013";"50.836,17";"Seguro Defeso";
"MT";"10/2013";"51.230,00";"PETI";
"SP";"07/2013";"51.669,82";"Seguro Defeso";
"MG";"06/2014";"51.774,31";"Seguro Defeso";
"MT";"09/2013";"51.935,00";"PETI";
"MT";"08/2013";"52.655,00";"PETI";
"MT";"07/2013";"53.750,00";"PETI";
"MT";"06/2013";"54.180,00";"PETI";
"SC";"12/2015";"54.195,00";"PETI";
"SC";"11/2015";"54.330,00";"PETI";
"SC";"10/2015";"54.380,00";"PETI";
